,Unnamed: 0,PlayerId,PlayerName,Full name,Team,Batting style,Bowling style,Fielding position,Current age,Height,Playing role,Born,Also known as,Died,Education,Major teams,Nickname,Other,Relation,In a nutshell,TotalRuns,MatchesPlayed
114,114,114,BJ Hodge,Bradley John Hodge,Australia,Right-hand bat,Right-arm Offspin,,43 years 42 days,1.78 m ,Top-order batsman,"December 29, 1974, Sandringham, Victoria ",,,,"['Australia', 'Adelaide Strikers', 'Auckland', 'Barisal Burners', 'Durham', 'Guyana Amazon Warriors', 'Kochi Tuskers Kerala', 'Kolkata Knight Riders', 'Lancashire', 'Leicestershire', 'Melbourne Renegades', 'Northern Districts', 'Peshawar Zalmi', 'Rajasthan Royals', 'St Kitts and Nevis Patriots', 'Victoria', 'Wellington']","Hodgey, Dodgeball",,,,183.0,12
115,115,115,SW Tait,Shaun William Tait,Australia,Right-hand bat,Right-arm Fast,,34 years 352 days,1.93 m ,Bowler,"February 22, 1983, Bedford Park, Adelaide, South Australia ",,,,"['Australia', 'Adelaide Strikers', 'Australia A', 'Chittagong Kings', 'Durham', 'Essex', 'Essex 2nd XI', 'Glamorgan', 'Hobart Hurricanes', 'Melbourne Renegades', 'Mid West Rhinos', 'Peshawar Zalmi', 'Rajasthan Royals', 'South Australia', 'Wellington']",Sloon,,,,11.0,21
116,116,116,KMC Bandara,Konara Mudiyanselage Chaminda Bandara,Sri Lanka,Left-hand bat,Left-arm Fast,,30 years 263 days,,,"May 22, 1987, Kegalle ",,,St.Mary's College,"['Sri Lanka', 'Kandy Youth Cricket Club', 'Sinhalese Sports Club']",,,,,2.0,1
117,117,117,A Symonds,Andrew Symonds,Australia,Right-hand bat,Right-arm Medium,,42 years 245 days,1.87 m ,Allrounder,"June 9, 1975, Birmingham, Warwickshire, England ",,,,"['Australia', 'Deccan Chargers', 'Gloucestershire', 'Kent', 'Lancashire', 'Mumbai Indians', 'Queensland', 'Surrey']",Roy,,,,337.0,13
118,118,118,Gulbadin Naib,Gulbadin Naib,Afghanistan,Right-hand bat,Right-arm Fast,,26 years 330 days,,Bowler,"March 16, 1991, Logar, Afghanistan ",Gulbadeen Naib,,,"['Afghanistan', 'Boost Region']",,,,,412.0,31
119,119,119,AJ Tye,Andrew James Tye,Australia,Right-hand bat,Right-arm Fast,,31 years 59 days,,Bowler,"December 12, 1986, Perth, Western Australia ",,,"Padbury Senior High School, Padbury, Western Australia","['Australia', 'Chennai Super Kings', 'Durham 2nd XI', 'Gloucestershire', 'Gujarat Lions', 'Northamptonshire 2nd XI', 'Perth Scorchers', 'Somerset 2nd XI', 'Sydney Thunder', 'Western Australia', 'Western Australia Under-23s']",,,,,4.0,5
120,120,120,DR Briggs,Danny Richard Briggs,England,Right-hand bat,Left-arm Orthodox,,26 years 285 days,,Bowler,"April 30, 1991, Newport, Isle of Wight ",,,,"['England', 'Berkshire', 'England Lions', 'England Under-19s', 'Hampshire', 'Hampshire 2nd XI']",,,,,0.0,6
121,121,121,PJ Ongondo,Peter Jimmy Carter Ongondo,Kenya,Right-hand bat,Right-arm Fast,,40 years 364 days,,Bowler,"February 10, 1977, Nairobi, Kenya ",Peter Ochieng,,,"['Kenya', 'Africa XI']",,,,,19.0,5
122,122,122,AN Petersen,Kevin Peter Pietersen,South Africa,Right-hand bat,Right-arm Offspin,,37 years 227 days,6 ft 4 in ,Top-order batsman,"June 27, 1980, Pietermaritzburg, Natal ",,,"Maritzburg College, University of SA","['England', 'Deccan Chargers', 'Delhi Daredevils', 'Dolphins', 'Hampshire', 'ICC World XI', 'KwaZulu-Natal', 'Melbourne Stars', 'Natal', 'Nottinghamshire', 'Quetta Gladiators', 'Rising Pune Supergiants', 'Royal Challengers Bangalore', 'St Lucia Zouks', 'Sunrisers Hyderabad', 'Surrey']","KP, Kelves, Kapes, Kev",,,,14.0,2
123,123,123,MM Ali,Moeen Munir Ali,England,Left-hand bat,Right-arm Offspin,,30 years 236 days,6 ft 0 in ,Batting allrounder,"June 18, 1987, Birmingham ",,,Moseley School,"['England', 'Duronto Rajshahi', 'England Lions', 'England Performance Programme', 'England Under-19s', 'Matabeleland Tuskers', 'Moors Sports Club', 'Warwickshire', 'Worcestershire']",Moe,,"['Brother - Kadeer Ali', 'Brother - OM Ali', 'Cousin - Kabir Ali', 'Cousin - A Ali']",,202.0,22
124,124,124,TWM Latham,Thomas William Maxwell Latham,New Zealand,Left-hand bat,Right-arm Medium,Wicketkeeper,25 years 313 days,,Wicketkeeper batsman,"April 2, 1992, Christchurch, Canterbury ",,,,"['New Zealand', 'Scotland', 'Canterbury', 'Canterbury Second XI', 'Canterbury Under-19s', 'Durham 2nd XI', 'New Zealand A', 'New Zealand Under-19s']",,,Father - RT Latham,,124.0,9
125,125,125,AM Blignaut,Arnoldus Mauritius Blignaut,Zimbabwe,Left-hand bat,Right-arm Fast,,39 years 192 days,,,"August 1, 1978, Salisbury (now Harare) ",,,,"['Zimbabwe', 'Mashonaland', 'Tasmania']",,,,,8.0,1
126,126,126,BN Cooper,Benjamin Nicolas Cooper,Netherlands,Left-hand bat,Right-arm Medium,,25 years 364 days,,Middle-order batsman,"February 10, 1992, Lismore, New South Wales ",,,,"['Netherlands', 'Northern Territory']",,,Brother - TLW Cooper,,371.0,20
127,127,127,Mahmudullah,Mohammad Mahmudullah,Bangladesh,Right-hand bat,Right-arm Offspin,,32 years 5 days,,Allrounder,"February 4, 1986, Mymensingh ",Riyad,,,"['Bangladesh', 'Bangladesh A', 'Bangladesh Under-19s', 'Barisal Bulls', 'Central Zone (Bangladesh)', 'Chittagong Kings', 'Dhaka Division', 'Jamaica Tallawahs', 'Khulna Titans', 'Quetta Gladiators']",,,,,789.0,50
128,128,128,BJ Haddin,Bradley James Haddin,Australia,Right-hand bat,Not Specified,Wicketkeeper,40 years 109 days,1.80 m ,Wicketkeeper batsman,"October 23, 1977, Cowra, New South Wales ",,,,"['Australia', 'Australian Capital Territory', 'Islamabad United', 'Kolkata Knight Riders', 'New South Wales', 'Sydney Sixers']",BJ,,,,402.0,29
129,129,129,Karim Sadiq,Karim Sadiq Khan,Afghanistan,Right-hand bat,Right-arm Offspin,Wicketkeeper,34 years 35 days,,Opening batsman,"January 5, 1984, Nangrahar, Afghanistan ",,,,"['Afghanistan', 'Boost Region']",,,,,409.0,29
130,130,130,Nurul Hasan,Quazi Nurul Hasan,Bangladesh,Right-hand bat,Not Specified,Wicketkeeper,24 years 80 days,,Allrounder,"November 21, 1993, Khulna ",,,,"['Bangladesh', 'Bangladesh A', 'Bangladesh Under-17s', 'Bangladesh Under-19s', 'Central Zone (Bangladesh)', 'Chittagong Kings', 'Cricket Coaching School', 'Dhaka Division', 'Khulna Division', 'Sylhet Division', 'Sylhet Sixers']",Sohan,,,,78.0,8
131,131,131,AN Kervezee,Alexei Nicolaas Kervezee,Netherlands,Right-hand bat,Right-arm Medium,,28 years 151 days,,Opening batsman,"September 11, 1989, Walvis Bay, Republic of South Africa (now Namibia) ",,,,"['Netherlands', 'Netherlands Under-19s', 'Worcestershire', 'Worcestershire 2nd XI']",,,,,245.0,8
132,132,132,MJG Rippon,Michael James Grattan Rippon,Netherlands,Right-hand bat,Left-arm Chinaman,,26 years 148 days,,Allrounder,"September 14, 1991, Cape Town, Cape Province ",,,"Rondebosch Boys High School, Cape Town","['Netherlands', 'Cape Cobras', 'Sussex', 'Sussex 2nd XI', 'Western Province', 'Western Province Under-19s']",,,,,131.0,14
133,133,133,IJL Trott,Ian Jonathan Leonard Trott,England,Right-hand bat,Right-arm Medium,,36 years 293 days,6 ft 0 in ,Top-order batsman,"April 22, 1981, Cape Town, Cape Province ",,,Stellenbosch University,"['England', 'Boland', 'England Lions', 'Otago', 'South Africa Under-15s', 'South Africa Under-19s', 'Warwickshire', 'Western Province']","Booger,Trotters",,Half-brother - KC Jackson,,138.0,7
134,134,134,D Paterson,Dane Paterson,South Africa,Right-hand bat,Right-arm Fast,,28 years 311 days,,Bowler,"April 4, 1989, Cape Town, Cape Province ",,,,"['South Africa', 'Dolphins', 'Jamaica Tallawahs', 'South Africa A', 'South Africa Academy', 'Western Province', 'Western Province Under-19s']",,,,,4.0,4
135,135,135,Imran Khan (1),Imran Khan,Pakistan,Right-hand bat,Left-arm Fast,,29 years 210 days,,Bowler,"July 14, 1988, Swat, Khyber Pakhtunkhwa Province ",Imran Khan jnr,,,"['Pakistan', 'Peshawar Panthers', 'Peshawar Region', 'Peshawar Zalmi']",,,,,0.0,3
136,136,136,KO Meth,Keegan Orry Meth,Zimbabwe,Right-hand bat,Right-arm Fast,,30 years 1 days,,Allrounder,"February 8, 1988, Bulawayo ",,,"St John's College, Harare","['Zimbabwe', 'Matabeleland Tuskers', 'Westerns', 'Zimbabwe A', 'Zimbabwe Provinces', 'Zimbabwe Under-19s', 'Zimbabwe XI']",,,,,6.0,2
137,137,137,AA Obanda,Alex Auma Obanda,Kenya,Right-hand bat,Right-arm Fast,,30 years 46 days,,Opening batsman,"December 25, 1987, Nairobi, Kenya ",,,,"['Kenya', 'Africa XI', 'Southern Rocks']",,,,,270.0,17
138,138,138,LS Baker,Lionel Sionne Baker,West Indies,Left-hand bat,Right-arm Fast,,33 years 156 days,,Bowler,"September 6, 1984, Montserrat ",,,,"['West Indies', 'Leeward Islands', 'Montserrat', 'Stanford Superstars', 'West Indies A', 'West Indies B']",,,,,0.0,3
139,139,139,TA Boult,Trent Alexander Boult,New Zealand,Right-hand bat,Left-arm Fast,,28 years 202 days,,Bowler,"July 22, 1989, Rotorua ",,,,"['New Zealand', 'Kolkata Knight Riders', 'New Zealand A', 'New Zealand Under-19s', 'Northern Districts', 'Sunrisers Hyderabad']",,,Brother - JJ Boult,,13.0,14
140,140,140,Sandeep Sharma,Sandeep Sharma,India,Right-hand bat,Right-arm Medium,,24 years 267 days,,Bowler,"May 18, 1993, Patiala, Punjab ",,,,"['India', 'India A', 'India Under-19s', 'India Under-23s', 'Kings XI Punjab', 'Punjab', 'Punjab Under-19s']",,,,,1.0,2
141,141,141,N Deonarine,Narsingh Deonarine,West Indies,Left-hand bat,Right-arm Offspin,,34 years 177 days,,Batsman,"August 16, 1983, Albion, Berbice, Guyana ",,,,"['West Indies', 'Guyana', 'Guyana Amazon Warriors', ""Guyana Board President's XI"", 'Jamaica Tallawahs', 'West Indies A', 'West Indies B', 'West Indies Under-19s']",,,,,55.0,7
142,142,142,A Nel,Andre Nel,South Africa,Right-hand bat,Right-arm Fast,,40 years 209 days,,,"July 15, 1977, Germiston, Transvaal ",,,,"['South Africa', 'Easterns', 'Essex', 'Lions', 'Mumbai Indians', 'Northamptonshire', 'Southern Rocks', 'Surrey', 'Titans']",,Coach,,,0.0,2
143,143,143,WKD Perkins,William Keith Donald Perkins,West Indies,Right-hand bat,Not Specified,Wicketkeeper,31 years 124 days,,Wicketkeeper batsman,"October 8, 1986, Barbados ",,,,"['Barbados Tridents', 'Combined Campuses and Colleges', 'Guyana Amazon Warriors', 'Trinbago Knight Riders', 'Trinidad', 'Trinidad & Tobago', 'Trinidad & Tobago Red Steel', 'West Indies Under-19s']",,,,,9.0,1
144,144,144,Dawlat Zadran,Dawlat Zadran,Afghanistan,Right-hand bat,Right-arm Fast,,29 years 327 days,,Bowler,"March 19, 1988, Khost, Afghanistan ",Dollat Zadran,,,"['Afghanistan', 'Band-e-Amir Region']",,,,,68.0,33
145,145,145,CL Cairns,Christopher Lance Cairns,New Zealand,Right-hand bat,Right-arm Fast,,47 years 241 days,,Allrounder,"June 13, 1970, Picton, Marlborough ",,,,"['New Zealand', 'Canterbury', 'Chandigarh Lions', 'ICC World XI', 'Northern Districts', 'Nottinghamshire']",,,"['Father - BL Cairns', 'Uncle - BL Roberts']",,3.0,2
146,146,146,CD de Lange,Con de Wet de Lange,Scotland,Right-hand bat,Left-arm Orthodox,,36 years 363 days,,Bowling allrounder,"February 11, 1981, Bellville, Cape Province ",,,,"['Scotland', 'Boland', 'Cape Cobras', 'Eagles', 'Free State', 'Knights', 'Northamptonshire', 'Western Province Boland']",,,"['Uncle - CPL de Lange', 'Cousin - AD de Lange']",,35.0,7
147,147,147,AB Barath,Adrian Boris Barath,West Indies,Right-hand bat,Right-arm Offspin,,27 years 301 days,,Opening batsman,"April 14, 1990, Chaguanas, Trinidad ",,,,"['West Indies', 'Kings XI Punjab', 'Trinidad & Tobago', 'Trinidad & Tobago Red Steel', 'West Indies Under-19s']",,,,,23.0,2
148,148,148,AC Voges,Adam Charles Voges,Australia,Right-hand bat,Left-arm Orthodox,,38 years 128 days,1.85 m ,Top-order batsman,"October 4, 1979, Subiaco, Perth, Western Australia ",,,,"['Australia', 'Australia A', 'Hampshire', 'Jamaica Tallawahs', 'Melbourne Stars', 'Middlesex', 'Nottinghamshire', 'Perth Scorchers', 'Rajasthan Royals', 'Western Australia']","Kenny, Hank",,,,139.0,6
